fold,epoch,accuracy,f1,precision,recall
2,1,0.8030973451327433,0.7668840972617261,0.7674727689467593,0.8030973451327433
2,2,0.8407079646017699,0.8452558221160499,0.8513691308125184,0.8407079646017699
2,3,0.8539823008849557,0.848228971780329,0.8485706797510965,0.8539823008849557
2,4,0.8362831858407079,0.8395724100942288,0.8466132905244982,0.8362831858407079
2,5,0.8539823008849557,0.8555671198542033,0.8577479785722999,0.8539823008849557
