fold,epoch,accuracy,f1,precision,recall
0,1,0.8184163020230363,0.7845855967933411,0.796787863168161,0.8184163020230363
0,2,0.836575554814277,0.8389480310025592,0.8468634174834249,0.836575554814277
0,3,0.8551763043776859,0.8522372524522706,0.8524346016014495,0.8551763043776859
0,4,0.8596059886584385,0.8565937717338151,0.856687665025577,0.8596059886584385
0,5,0.8631487549791025,0.8606345863631297,0.8597218548565847,0.8631487549791025
