fold,epoch,accuracy,f1,precision,recall
4,1,0.8093126385809313,0.7682833878672337,0.785370979524314,0.8093126385809313
4,2,0.8292682926829268,0.8398437684990443,0.85639701710822,0.8292682926829268
4,3,0.844789356984479,0.845819948178047,0.847646388116817,0.844789356984479
4,4,0.8580931263858093,0.8578429835077199,0.8576170655759873,0.8580931263858093
4,5,0.8625277161862528,0.8608221595497274,0.8598415111426441,0.8625277161862528
