fold,epoch,accuracy,f1,precision,recall
0,1,0.7922914663579459,0.7455315114003118,0.7467711584321854,0.7922914663579459
0,2,0.8232904263877714,0.8167710931270701,0.8302060456725849,0.8232904263877714
0,3,0.8281419853619292,0.8248356658711045,0.8334625122897682,0.8281419853619292
0,4,0.8352373290426389,0.8326526983007716,0.8352961858078961,0.8352373290426389
0,5,0.8401134156152503,0.8383858684222444,0.8381260542668324,0.8401134156152503
