fold,epoch,accuracy,f1,precision,recall
1,1,0.8097345132743363,0.7744467725686208,0.7814097574834373,0.8097345132743363
1,2,0.8539823008849557,0.8367034711034173,0.8497203292377087,0.8539823008849557
1,3,0.8451327433628318,0.8437560902336014,0.846168436051893,0.8451327433628318
1,4,0.8429203539823009,0.8435793091104692,0.8488464496087912,0.8429203539823009
1,5,0.8451327433628318,0.8453597303551075,0.8482465458299357,0.8451327433628318
