fold,epoch,f1,precision,recall,loss
1,1,0.6496861577033997,0.7290886640548706,0.6467331051826477,0.7951744198799133
1,2,0.7342193126678467,0.736783504486084,0.7331118583679199,0.7258809804916382
1,3,0.7316351532936096,0.7559558153152466,0.7203765511512756,0.6846925616264343
1,4,0.7303433418273926,0.777845025062561,0.7115171551704407,0.6459940671920776
1,5,0.7416026592254639,0.7985166907310486,0.7153931260108948,0.6115430593490601
1,6,0.7523072361946106,0.8160347938537598,0.7270210385322571,0.5801496505737305
1,7,0.7681804895401001,0.8253382444381714,0.7430786490440369,0.5534744262695312
1,8,0.7755631804466248,0.8297611474990845,0.7502768635749817,0.5308731198310852
1,9,0.781100332736969,0.8386502861976624,0.7569213509559631,0.5101678371429443
1,10,0.7908825278282166,0.8390804529190063,0.7679955959320068,0.49466460943222046
