fold,epoch,f1,precision,recall,loss
2,1,0.6638980507850647,0.735837459564209,0.6616832613945007,0.7829441428184509
2,2,0.7338502407073975,0.7397644519805908,0.7303432822227478,0.7176307439804077
2,3,0.7305275797843933,0.7610359191894531,0.7159468531608582,0.6821779012680054
2,4,0.7345886826515198,0.7741162180900574,0.7153931260108948,0.6477788686752319
2,5,0.7380954027175903,0.7887668013572693,0.7153931260108948,0.612609326839447
2,6,0.7521229386329651,0.7985481023788452,0.7308970093727112,0.5792413949966431
2,7,0.7657808661460876,0.8169696927070618,0.7464008927345276,0.5499671697616577
2,8,0.7785164713859558,0.8289872407913208,0.7569213509559631,0.5258519053459167
2,9,0.7990036010742188,0.8375966548919678,0.7796234488487244,0.5036774277687073
2,10,0.799741804599762,0.8413833975791931,0.7812846302986145,0.4848255217075348
