fold,epoch,f1,precision,recall,loss
5,1,0.6511799693107605,0.7291406989097595,0.6480354070663452,0.7934920787811279
5,2,0.7345133423805237,0.7369298934936523,0.7332595586776733,0.720617949962616
5,3,0.735435426235199,0.7521514892578125,0.725511908531189,0.6801407337188721
5,4,0.7398603558540344,0.7771804332733154,0.719977855682373,0.6381632089614868
5,5,0.7518439888954163,0.7980594038963318,0.7282789349555969,0.6022652387619019
5,6,0.7575593590736389,0.8071776032447815,0.7343663573265076,0.5693651437759399
5,7,0.7676995992660522,0.8195121884346008,0.7437742352485657,0.5420365929603577
5,8,0.7765489220619202,0.8273773193359375,0.755949079990387,0.5178679823875427
5,9,0.7863203287124634,0.83253014087677,0.7648035287857056,0.49888038635253906
5,10,0.8016226291656494,0.8445905447006226,0.781959056854248,0.47982320189476013
