fold,epoch,accuracy,f1,precision,recall
1,1,0.8207964601769911,0.7772349931304804,0.7954528198948554,0.8207964601769911
1,2,0.8606194690265486,0.8497902801356982,0.8491483830186372,0.8606194690265486
1,3,0.8650442477876106,0.8552471551834702,0.8578615612712438,0.8650442477876106
1,4,0.8694690265486725,0.8669691047350381,0.8685512225537051,0.8694690265486725
1,5,0.8650442477876106,0.8613673433975361,0.8611089919641949,0.8650442477876106
