fold,epoch,accuracy,f1,precision,recall
5,1,0.8004434589800443,0.7833810636988706,0.7768378209442446,0.8004434589800443
5,2,0.7960088691796009,0.779929038841586,0.7855649284310169,0.7960088691796009
5,3,0.7871396895787139,0.7936841133739503,0.8322994443441218,0.7871396895787139
5,4,0.8181818181818182,0.8123966411449741,0.8127465673066345,0.8181818181818182
5,5,0.8093126385809313,0.8105266170796585,0.8159105540363564,0.8093126385809313
