fold,epoch,accuracy,f1,precision,recall
2,1,0.7676991150442478,0.705460820244787,0.699125680735194,0.7676991150442478
2,2,0.827433628318584,0.8119966470620568,0.8095075742406345,0.827433628318584
2,3,0.8495575221238938,0.8396798534213505,0.8357888583161878,0.8495575221238938
2,4,0.8429203539823009,0.8477480687637382,0.8701408513489289,0.8429203539823009
2,5,0.8672566371681416,0.8640459725349531,0.8630825795365824,0.8672566371681416
